,RMSE,MAE
0,0.9302266989270702,0.7327996240151782
1,0.9297472357096754,0.7326530575996443
2,0.9307885319482108,0.7332417615602436
3,0.9304309907306273,0.7331341261883525
4,0.929924053453479,0.7326682225862623
5,0.9300712387648066,0.7323016897185056
