,accuracys,unlearning time
0,0.7761623919901248,0.6061851978302002
1,0.7758880811959951,1.3753862380981445
2,0.7762995473871896,1.8982110023498535
3,0.7760252365930599,2.446392297744751
4,0.7756137704018653,2.9644880294799805
5,0.7762995473871896,3.443305015563965
6,0.7758880811959951,4.151177644729614
7,0.7762995473871896,5.0940022468566895
8,0.7762995473871896,6.27827525138855
9,0.7756137704018653,7.280501365661621
10,0.7754766150048005,8.042450904846191
11,0.7746536826224112,8.541795015335083
12,0.7738307502400219,8.994153261184692
13,0.7735564394458921,9.514929294586182
14,0.7732821286517625,10.034508228302002
15,0.772733507063503,10.539336442947388
16,0.7721848854752434,11.148948669433594
17,0.7709504869016596,11.707820177078247
18,0.7716362638869839,12.151366233825684
19,0.7710876422987245,12.578791618347168
20,0.7720477300781786,13.05399203300476
21,0.7717734192840489,13.489069700241089
22,0.7709504869016596,13.999388933181763
23,0.7699903991222055,14.516704797744751
24,0.7713619530928542,14.988868951797485
25,0.7710876422987245,15.51879358291626
26,0.7709504869016596,16.006236791610718
27,0.7709504869016596,16.543922901153564
28,0.7708133315045947,17.11853051185608
29,0.770539020710465,17.55792784690857
